student_id,gender,program,term,year,campus,unit_code,assignment_1,quiz,mid_exam,practical_test_1,assignment_2,practical_test_2,submission_timeliness,funding_type,attendance,risk/notrisk
P3462,Male,DIT,1,2021,Nasinu,413,94,92,67,65,none,none,on time,sponsored,98,1
P3463,Female,DIT,1,2021,Nasinu,413,49,43,41,27,none,none,late submission,sponsored,69,0
P3464,Female,DIT,2,2021,Nasinu,413,14,51,30,50,none,none,late submission,private,67,0
P3465,Female,DIT,2,2021,Nasinu,413,87,68,76,90,none,none,on time,sponsored,93,1
P3466,Male,DIT,1,2021,Nasinu,413,76,72,60,60,none,none,on time,private,98,1
P3467,Male,DIT,1,2021,Nasinu,413,86,83,66,69,none,none,on time,private,76,1
P3468,Female,DIT,2,2021,Nasinu,413,83,77,85,73,none,none,on time,private,87,1
P3469,Female,DIT,2,2021,Nasinu,413,76,79,82,85,none,none,on time,private,87,1
P3470,Male,DIT,1,2021,Nasinu,413,66,73,92,85,none,none,on time,sponsored,84,1
P3471,Female,DIT,1,2021,Nasinu,413,65,69,90,87,none,none,on time,sponsored,100,1
P3472,Male,DIT,1,2021,Nasinu,413,62,84,85,93,none,none,on time,sponsored,81,1
P3473,Female,DIT,1,2021,Nasinu,413,28,0,12,54,none,none,late submission,private,22,0
P3474,Female,DIT,1,2021,Nasinu,413,70,62,83,75,none,none,on time,sponsored,89,1
P3475,Male,DIT,1,2021,Nasinu,413,82,85,85,72,none,none,on time,private,78,1
P3476,Male,DIT,1,2021,Nasinu,413,46,53,35,37,none,none,late submission,private,70,0
P3477,Female,DIT,2,2021,Nasinu,413,38,12,29,25,none,none,late submission,sponsored,35,0
P3478,Male,DIT,2,2021,Nasinu,413,95,64,92,78,none,none,on time,sponsored,86,1
P3479,Female,DIT,1,2021,Nasinu,413,44,28,24,36,none,none,late submission,private,32,0
P3480,Female,DIT,1,2021,Nasinu,413,37,55,1,30,none,none,late submission,private,58,0
P3481,Male,BIS,2,2021,Nasinu,501,74,86,none,93,94,76,on time,sponsored,90,1
P3482,Female,BIS,1,2021,Nasinu,501,none,90,none,82,0,71,on time,private,93,1
P3483,Female,BIS,1,2021,Nasinu,501,none,none,none,82,69,67,on time,private,77,1
P3484,Female,BIS,1,2021,Nasinu,501,54,23,none,31,0,31,late submission,sponsored,69,0
P3485,Female,BIS,2,2021,Nasinu,501,63,none,none,92,0,0,on time,sponsored,88,1
P3486,Male,BIS,2,2021,Nasinu,501,73,66,none,83,76,0,on time,sponsored,70,1
P3487,Male,BIS,2,2021,Nasinu,501,none,91,none,73,0,0,on time,private,89,1
P3488,Female,BIS,2,2021,Nasinu,501,66,75,none,84,72,0,on time,sponsored,74,1
P3489,Male,BIS,1,2021,Nasinu,501,91,none,none,85,66,63,on time,private,74,1
P3490,Female,BIS,2,2021,Nasinu,501,47,16,none,23,0,22,late submission,private,12,0
P3491,Female,BIS,1,2021,Nasinu,501,none,78,none,80,0,88,on time,sponsored,91,1
P3492,Female,BIS,2,2021,Nasinu,501,70,86,none,64,65,81,on time,sponsored,100,1
P3493,Female,BIS,2,2021,Nasinu,501,85,88,none,93,0,70,on time,private,92,1
P3494,Male,BIS,1,2021,Nasinu,501,none,70,none,66,66,90,on time,private,91,1
P3495,Male,BIS,2,2021,Nasinu,501,none,65,none,79,74,0,on time,sponsored,72,1
P3496,Male,BIS,1,2021,Nasinu,501,62,80,none,89,0,0,on time,sponsored,75,1
P3497,Male,BIS,1,2021,Nasinu,501,93,82,none,94,74,0,on time,private,84,1
P3498,Female,BIS,2,2021,Nasinu,501,none,82,none,90,94,0,on time,sponsored,79,1
P3499,Female,BIS,1,2021,Nasinu,501,none,35,none,12,0,25,late submission,sponsored,37,0
P3500,Male,BIS,2,2021,Nasinu,501,5,none,none,33,0,0,late submission,private,28,0
P3501,Female,BIS,1,2021,Nasinu,501,none,40,none,39,0,0,late submission,sponsored,23,0
P3502,Male,BIS,2,2021,Nasinu,501,none,78,none,68,88,74,on time,sponsored,71,1
P3503,Male,BIS,1,2021,Nasinu,501,79,83,none,62,81,69,on time,private,80,1
P3504,Female,BIS,2,2021,Nasinu,501,72,none,none,67,0,88,on time,sponsored,85,1
P3505,Male,BIS,1,2021,Nasinu,501,none,90,none,79,80,62,on time,sponsored,94,1
P3506,Female,BIS,2,2021,Nasinu,501,none,none,none,87,80,0,on time,private,76,1
P3507,Male,BIS,2,2021,Nasinu,501,37,none,none,23,49,15,late submission,sponsored,1,0
P3508,Female,BIS,1,2021,Nasinu,501,63,none,none,68,91,0,on time,sponsored,80,1
P3509,Female,BIS,1,2021,Nasinu,501,68,62,none,88,0,0,on time,private,82,1
P3510,Male,BIS,1,2021,Nasinu,501,none,none,none,88,0,0,on time,private,80,1
P3511,Female,BIS,1,2021,Nasinu,501,none,1,none,49,39,20,late submission,private,64,0
P3512,Female,BIS,1,2021,Nasinu,501,78,86,none,67,66,62,on time,sponsored,85,1
P3513,Male,BIS,1,2021,Nasinu,501,none,84,none,93,76,83,on time,sponsored,85,1
P3514,Male,BIS,1,2021,Nasinu,501,none,none,none,23,0,0,late submission,private,26,0
P3515,Male,BIS,2,2021,Nasinu,501,none,none,none,66,0,72,on time,sponsored,93,1
P3516,Male,BIS,1,2021,Nasinu,501,66,89,none,66,70,0,on time,private,87,1
P3517,Female,BIS,1,2021,Nasinu,501,82,95,none,83,0,80,on time,private,89,1
P3518,Male,BIS,2,2021,Nasinu,501,28,none,none,46,0,38,late submission,private,32,0
P3519,Male,BIS,2,2021,Nasinu,501,none,none,none,66,0,82,on time,sponsored,77,1
P3520,Male,BIS,2,2021,Nasinu,501,74,none,none,85,73,0,on time,sponsored,88,1
P3521,Male,BIS,2,2021,Nasinu,501,38,2,none,5,49,0,late submission,sponsored,73,0
P3522,Female,BIS,2,2021,Nasinu,501,none,none,none,79,93,80,on time,sponsored,97,1
P3523,Female,BIS,1,2021,Nasinu,501,none,74,none,78,85,0,on time,private,91,1
P3524,Male,BIS,2,2021,Nasinu,501,none,85,none,68,0,95,on time,private,71,1
P3525,Female,BIS,2,2021,Nasinu,501,none,77,none,80,65,0,on time,sponsored,76,1
P3526,Female,BIS,2,2021,Nasinu,501,none,82,none,69,88,74,on time,sponsored,81,1
P3527,Female,BIS,1,2021,Nasinu,501,none,none,none,55,0,0,late submission,sponsored,10,0
P3528,Male,BIS,2,2021,Nasinu,501,none,73,none,95,90,0,on time,private,70,1
P3529,Male,BIS,2,2021,Nasinu,501,none,none,none,64,0,83,on time,sponsored,79,1
P3530,Male,BIS,2,2021,Nasinu,501,none,20,none,55,38,11,late submission,sponsored,49,0
P3531,Female,BIS,1,2021,Nasinu,501,81,none,none,61,0,0,on time,private,99,1
P3532,Male,BIS,2,2021,Nasinu,501,none,35,none,14,0,25,late submission,private,32,0
P3533,Male,BIS,2,2021,Nasinu,501,none,69,none,79,0,94,on time,sponsored,91,1
P3534,Male,BIS,1,2021,Nasinu,501,68,none,none,87,69,80,on time,sponsored,91,1
P3535,Male,BIS,1,2021,Nasinu,501,61,86,none,79,0,69,on time,sponsored,98,1
P3536,Male,BIS,1,2021,Nasinu,501,none,none,none,82,0,0,on time,private,94,1
P3537,Female,BIS,1,2021,Nasinu,501,none,none,none,2,26,0,late submission,private,62,0
P3538,Male,BIS,1,2021,Nasinu,501,28,44,none,55,29,0,late submission,sponsored,8,0
P3539,Male,BIS,2,2021,Nasinu,501,none,88,none,62,0,0,on time,sponsored,82,1
P3540,Male,BIS,1,2021,Nasinu,501,78,70,none,78,63,0,on time,private,82,1
P3541,Male,BIS,1,2021,Nasinu,603,85,none,37.41,none,none,none,on time,sponsored,88,1
P3542,Female,BIS,1,2021,Nasinu,603,89,none,27.71,none,none,none,on time,sponsored,88,1
P3543,Female,BIS,1,2021,Nasinu,603,67,none,46.19,none,none,none,on time,sponsored,73,1
P3544,Female,BIS,1,2021,Nasinu,603,84,none,41.51,none,none,none,on time,sponsored,82,1
P3545,Male,BIS,1,2021,Nasinu,603,10,none,30.41,none,none,none,late submission,sponsored,72,0
P3546,Male,BIS,1,2021,Nasinu,603,78,none,43.79,none,none,none,on time,private,79,1
P3547,Male,BIS,1,2021,Nasinu,603,0,none,16.05,none,none,none,late submission,private,0,0
P3548,Female,BIS,1,2021,Nasinu,603,73,none,42.67,none,none,none,on time,sponsored,85,1
P3549,Female,BIS,2,2021,Nasinu,603,75,none,51.47,none,none,none,on time,sponsored,72,1
P3550,Female,BIS,1,2021,Nasinu,603,82,none,26.1,none,none,none,on time,sponsored,74,1
P3551,Male,BIS,2,2021,Nasinu,603,66,none,37.51,none,none,none,on time,sponsored,72,1
P3552,Male,BIS,1,2021,Nasinu,603,89,none,47.48,none,none,none,on time,sponsored,89,1
P3553,Female,BIS,1,2021,Nasinu,603,83,none,51.93,none,none,none,on time,private,79,1
P3554,Male,BIS,2,2021,Nasinu,603,30,none,4.71,none,none,none,late submission,private,8,0
P3555,Female,BIS,2,2021,Nasinu,603,73,none,43.36,none,none,none,on time,sponsored,86,1
P3556,Male,BIS,1,2021,Nasinu,603,87,none,43.27,none,none,none,on time,private,92,1
P3557,Female,BIS,2,2021,Nasinu,603,68,none,43.43,none,none,none,on time,private,89,1
P3558,Female,BIS,2,2021,Nasinu,603,78,none,54.38,none,none,none,on time,sponsored,75,1
P3559,Male,BIS,1,2021,Nasinu,603,73,none,48.99,none,none,none,on time,sponsored,90,1
P3560,Female,BIS,2,2021,Nasinu,603,60,none,44.22,none,none,none,on time,sponsored,81,1
P3561,Female,BIS,2,2021,Nasinu,603,32,none,19.25,none,none,none,late submission,private,39,0
P3562,Male,BIS,1,2021,Nasinu,603,61,none,49.96,none,none,none,on time,private,80,1
P3563,Male,BIS,2,2021,Nasinu,603,51,none,1.24,none,none,none,late submission,private,61,0
P3564,Male,BIS,2,2021,Nasinu,603,89,none,48.52,none,none,none,on time,private,84,1
P3565,Female,BIS,1,2021,Nasinu,603,35,none,18.76,none,none,none,late submission,private,38,0
P3566,Male,BIS,2,2021,Nasinu,603,9,none,9.82,none,none,none,late submission,sponsored,45,0
P3567,Male,BIS,2,2021,Nasinu,603,36,none,21.2,none,none,none,late submission,sponsored,68,0
P3568,Male,BIS,1,2021,Nasinu,603,45,none,1.11,none,none,none,late submission,private,39,0
P3569,Female,BIS,1,2021,Nasinu,603,88,none,49.88,none,none,none,on time,private,77,1
P3570,Female,BIS,1,2021,Nasinu,603,83,none,48.55,none,none,none,on time,sponsored,75,1
P3571,Male,BIS,1,2021,Nasinu,603,92,none,29.62,none,none,none,on time,private,70,1
P3572,Female,BIS,2,2021,Nasinu,603,80,none,29.3,none,none,none,on time,private,86,1
P3573,Male,BIS,1,2021,Nasinu,603,84,none,46.41,none,none,none,on time,private,71,1
P3574,Male,BIS,1,2021,Nasinu,603,81,none,39.01,none,none,none,on time,sponsored,71,1
P3575,Male,BIS,1,2021,Nasinu,603,61,none,42.33,none,none,none,on time,private,91,1
P3576,Female,BIS,1,2021,Nasinu,603,77,none,40.97,none,none,none,on time,private,76,1
P3577,Female,BIS,1,2021,Nasinu,603,67,none,25.46,none,none,none,on time,private,75,1
P3578,Male,BIS,1,2021,Nasinu,603,77,none,29.25,none,none,none,on time,private,87,1
P3579,Female,BIS,1,2021,Nasinu,603,94,none,38.31,none,none,none,on time,private,79,1
P3580,Male,BIS,1,2021,Nasinu,603,66,none,36.51,none,none,none,on time,sponsored,91,1
P3581,Male,BIS,2,2021,Nasinu,603,82,none,34.37,none,none,none,on time,private,92,1
P3582,Male,BIS,1,2021,Nasinu,603,5,none,28.45,none,none,none,late submission,sponsored,59,0
P3583,Female,BIS,1,2021,Nasinu,603,90,none,31.95,none,none,none,on time,private,91,1
P3584,Male,BIS,1,2021,Nasinu,603,25,none,6.42,none,none,none,late submission,private,33,0
P3585,Female,BIS,2,2021,Nasinu,603,90,none,28.39,none,none,none,on time,sponsored,70,1
P3586,Female,BIS,2,2021,Nasinu,603,38,none,20.11,none,none,none,late submission,private,36,0
P3587,Male,BIS,2,2021,Nasinu,603,35,none,22.73,none,none,none,late submission,private,13,0
P3588,Female,BIS,2,2021,Nasinu,603,75,none,41.44,none,none,none,on time,sponsored,83,1
P3589,Female,BIS,2,2021,Nasinu,603,87,none,42.02,none,none,none,on time,private,76,1
P3590,Female,BIS,1,2021,Nasinu,603,91,none,28.43,none,none,none,on time,sponsored,91,1
P3591,Female,BIS,2,2021,Nasinu,603,71,none,34.24,none,none,none,on time,private,96,1
P3592,Female,BIS,1,2021,Nasinu,603,80,none,39.83,none,none,none,on time,private,91,1
P3593,Male,BIS,1,2021,Nasinu,603,69,none,44.83,none,none,none,on time,sponsored,74,1
P3594,Female,BIS,2,2021,Nasinu,603,72,none,31.17,none,none,none,on time,private,88,1
P3595,Female,BIS,2,2021,Nasinu,603,87,none,46.53,none,none,none,on time,private,99,1
P3596,Female,BIS,1,2021,Nasinu,603,68,none,50.58,none,none,none,on time,private,89,1
P3597,Male,BIS,2,2021,Nasinu,603,45,none,19.6,none,none,none,late submission,sponsored,6,0
P3598,Female,BIS,1,2021,Nasinu,603,27,none,24.58,none,none,none,late submission,sponsored,3,0
P3599,Female,BIS,2,2021,Nasinu,603,87,none,41.35,none,none,none,on time,private,82,1
P3600,Male,BIS,2,2021,Nasinu,603,83,none,50.2,none,none,none,on time,private,87,1
P3601,Male,CERTIV IT,2,2022,Labasa,410,0,none,none,4,41,9,late submission,sponsored,16,0
P3602,Female,CERTIV IT,2,2022,Labasa,410,8,none,none,41,0,55,late submission,sponsored,17,0
P3603,Female,CERTIV IT,2,2022,Labasa,410,95,none,none,88,0,74,on time,private,84,1
P3604,Male,CERTIV IT,2,2022,Labasa,410,75,none,none,92,0,94,on time,private,88,1
P3605,Female,CERTIV IT,1,2022,Labasa,410,45,none,none,23,0,44,late submission,private,72,0
P3606,Male,CERTIV IT,1,2022,Labasa,410,89,none,none,93,65,75,on time,private,86,1
P3607,Female,CERTIV IT,1,2022,Labasa,410,63,none,none,81,94,90,on time,private,87,1
P3608,Female,CERTIV IT,2,2022,Labasa,410,82,none,none,78,78,62,on time,private,80,1
P3609,Female,CERTIV IT,2,2022,Labasa,410,63,none,none,78,0,91,on time,sponsored,85,1
P3610,Male,CERTIV IT,1,2022,Labasa,410,76,none,none,68,0,76,on time,private,97,1
P3611,Male,CERTIV IT,1,2022,Labasa,410,88,none,none,83,0,75,on time,sponsored,99,1
P3612,Female,CERTIV IT,1,2022,Labasa,410,5,none,none,9,38,53,late submission,private,4,0
P3613,Female,CERTIV IT,2,2022,Labasa,410,46,none,none,40,10,36,late submission,private,30,0
P3614,Female,CERTIV IT,1,2022,Labasa,410,63,none,none,70,0,90,on time,sponsored,94,1
P3615,Female,CERTIV IT,2,2022,Labasa,410,84,none,none,84,0,69,on time,sponsored,94,1
P3616,Female,CERTIV IT,1,2022,Labasa,410,84,none,none,80,93,66,on time,private,95,1
P3617,Female,CERTIV IT,2,2022,Labasa,410,81,none,none,77,77,76,on time,private,90,1
P3618,Female,CERTIV IT,2,2022,Labasa,410,33,none,none,21,43,20,late submission,sponsored,30,0
P3619,Male,CERTIV IT,1,2022,Labasa,410,6,none,none,33,0,22,late submission,private,1,0
P3620,Male,CERTIV IT,2,2022,Labasa,410,65,none,none,63,73,67,on time,sponsored,71,1
P3621,Male,CERTIV IT,1,2022,Labasa,410,67,none,none,71,0,89,on time,sponsored,94,1
P3622,Male,CERTIV IT,2,2022,Labasa,410,44,none,none,42,0,16,late submission,private,35,0
P3623,Male,CERTIV IT,1,2022,Labasa,410,84,none,none,81,0,76,on time,private,71,1
P3624,Male,CERTIV IT,2,2022,Labasa,410,85,none,none,71,91,69,on time,sponsored,99,1
P3625,Female,CERTIV IT,1,2022,Labasa,410,76,none,none,66,62,64,on time,private,73,1
P3626,Female,CERTIV IT,2,2022,Labasa,410,60,none,none,62,0,69,on time,sponsored,85,1
P3627,Female,CERTIV IT,2,2022,Labasa,410,90,none,none,87,85,94,on time,private,86,1
P3628,Male,CERTIV IT,1,2022,Labasa,410,67,none,none,94,0,79,on time,private,92,1
P3629,Female,CERTIV IT,1,2022,Labasa,410,83,none,none,94,81,89,on time,sponsored,100,1
P3630,Female,CERTIV IT,1,2022,Labasa,410,72,none,none,79,84,82,on time,private,71,1
P3631,Female,CERTIV IT,1,2022,Labasa,410,8,none,none,2,12,46,late submission,sponsored,56,0
P3632,Male,CERTIV IT,2,2022,Labasa,410,91,none,none,94,88,62,on time,private,95,1
P3633,Female,CERTIV IT,1,2022,Labasa,410,85,none,none,67,0,94,on time,sponsored,93,1
P3634,Male,CERTIV IT,1,2022,Labasa,410,31,none,none,41,0,39,late submission,sponsored,4,0
P3635,Male,CERTIV IT,1,2022,Labasa,410,71,none,none,63,79,89,on time,sponsored,74,1
P3636,Male,CERTIV IT,1,2022,Labasa,410,31,none,none,38,51,4,late submission,sponsored,13,0
P3637,Male,CERTIV IT,2,2022,Labasa,410,80,none,none,67,94,80,on time,private,96,1
P3638,Male,CERTIV IT,1,2022,Labasa,410,67,none,none,77,0,70,on time,sponsored,80,1
P3639,Female,CERTIV IT,1,2022,Labasa,410,68,none,none,66,84,61,on time,sponsored,99,1
P3640,Female,CERTIV IT,1,2022,Labasa,410,78,none,none,86,90,73,on time,sponsored,75,1
P3641,Male,CERTIV IT,2,2022,Labasa,410,71,none,none,62,0,65,on time,sponsored,83,1
P3642,Female,CERTIV IT,2,2022,Labasa,410,72,none,none,67,93,83,on time,sponsored,87,1
P3643,Male,CERTIV IT,2,2022,Labasa,410,3,none,none,12,7,43,late submission,private,26,0
P3644,Female,CERTIV IT,2,2022,Labasa,410,63,none,none,83,78,87,on time,sponsored,91,1
P3645,Female,CERTIV IT,2,2022,Labasa,410,62,none,none,66,63,70,on time,private,98,1
P3646,Male,CERTIV IT,2,2022,Labasa,410,88,none,none,80,86,80,on time,sponsored,72,1
P3647,Male,CERTIV IT,1,2022,Labasa,410,86,none,none,72,84,64,on time,sponsored,73,1
P3648,Female,CERTIV IT,2,2022,Labasa,410,73,none,none,89,0,83,on time,sponsored,83,1
P3649,Male,CERTIV IT,2,2022,Labasa,410,77,none,none,72,81,62,on time,private,90,1
P3650,Male,CERTIV IT,2,2022,Labasa,410,89,none,none,86,0,74,on time,private,97,1
P3651,Female,CERTIV IT,1,2022,Labasa,410,5,none,none,26,0,55,late submission,sponsored,21,0
P3652,Male,CERTIV IT,2,2022,Labasa,410,46,none,none,27,47,15,late submission,sponsored,35,0
P3653,Female,CERTIV IT,2,2022,Labasa,410,60,none,none,86,62,90,on time,sponsored,98,1
P3654,Male,CERTIV IT,2,2022,Labasa,410,88,none,none,91,75,95,on time,sponsored,85,1
P3655,Male,CERTIV IT,2,2022,Labasa,410,18,none,none,15,41,1,late submission,private,16,0
P3656,Female,CERTIV IT,2,2022,Labasa,410,89,none,none,89,0,71,on time,sponsored,84,1
P3657,Female,CERTIV IT,2,2022,Labasa,410,84,none,none,81,93,78,on time,sponsored,70,1
P3658,Female,CERTIV IT,2,2022,Labasa,410,65,none,none,81,0,63,on time,sponsored,89,1
P3659,Male,CERTIV IT,2,2022,Labasa,410,83,none,none,83,71,95,on time,sponsored,89,1
P3660,Male,CERTIV IT,1,2022,Labasa,410,41,none,none,30,47,48,late submission,sponsored,30,0
P3661,Male,DIT,2,2022,Labasa,411,77,none,63,64,none,83,on time,private,78,1
P3662,Female,DIT,2,2022,Labasa,411,90,none,94,94,none,78,on time,sponsored,86,1
P3663,Female,DIT,2,2022,Labasa,411,29,none,5,5,none,25,late submission,sponsored,8,0
P3664,Male,DIT,2,2022,Labasa,411,10,none,17,7,none,44,late submission,sponsored,9,0
P3665,Male,DIT,2,2022,Labasa,411,78,none,86,94,none,68,on time,sponsored,76,1
P3666,Female,DIT,2,2022,Labasa,411,78,none,72,64,none,61,on time,sponsored,93,1
P3667,Male,DIT,2,2022,Labasa,411,91,none,93,95,none,88,on time,private,80,1
P3668,Female,DIT,2,2022,Labasa,411,70,none,76,74,none,90,on time,private,98,1
P3669,Female,DIT,2,2022,Labasa,411,22,none,18,29,none,10,late submission,sponsored,6,0
P3670,Male,DIT,2,2022,Labasa,411,70,none,75,67,none,62,on time,sponsored,75,1
P3671,Female,DIT,1,2022,Labasa,411,73,none,95,62,none,80,on time,sponsored,81,1
P3672,Female,DIT,1,2022,Labasa,411,94,none,79,67,none,61,on time,sponsored,87,1
P3673,Female,DIT,2,2022,Labasa,411,9,none,0,47,none,34,late submission,private,58,0
P3674,Female,DIT,2,2022,Labasa,411,88,none,81,67,none,90,on time,sponsored,79,1
P3675,Male,DIT,1,2022,Labasa,411,61,none,85,74,none,88,on time,private,73,1
P3676,Female,DIT,1,2022,Labasa,411,93,none,74,77,none,72,on time,sponsored,89,1
P3677,Male,DIT,1,2022,Labasa,411,92,none,85,72,none,91,on time,sponsored,84,1
P3678,Female,DIT,1,2022,Labasa,411,9,none,45,54,none,27,late submission,private,46,0
P3679,Female,DIT,2,2022,Labasa,411,82,none,79,88,none,95,on time,private,79,1
P3680,Male,DIT,1,2022,Labasa,411,88,none,78,70,none,87,on time,private,84,1
P3681,Female,DIT,1,2022,Labasa,411,13,none,19,30,none,55,late submission,sponsored,11,0
P3682,Female,DIT,1,2022,Labasa,411,5,none,0,26,none,40,late submission,private,75,0
P3683,Female,DIT,2,2022,Labasa,411,72,none,71,84,none,78,on time,sponsored,84,1
P3684,Female,DIT,1,2022,Labasa,411,31,none,35,47,none,29,late submission,private,38,0
P3685,Male,DIT,1,2022,Labasa,411,19,none,40,53,none,40,late submission,private,19,0
P3686,Female,DIT,1,2022,Labasa,411,86,none,71,91,none,75,on time,private,98,1
P3687,Male,DIT,1,2022,Labasa,411,38,none,47,23,none,37,late submission,sponsored,63,0
P3688,Female,DIT,2,2022,Labasa,411,23,none,32,46,none,36,late submission,sponsored,60,0
P3689,Male,DIT,2,2022,Labasa,411,80,none,89,68,none,82,on time,sponsored,71,1
P3690,Male,DIT,1,2022,Labasa,411,63,none,78,78,none,93,on time,private,83,1
P3691,Male,DIT,1,2022,Labasa,411,38,none,48,10,none,34,late submission,sponsored,23,0
P3692,Female,DIT,2,2022,Labasa,411,43,none,44,44,none,23,late submission,private,38,0
P3693,Male,DIT,2,2022,Labasa,411,33,none,18,23,none,49,late submission,sponsored,1,0
P3694,Female,DIT,2,2022,Labasa,411,66,none,73,69,none,92,on time,sponsored,99,1
P3695,Male,DIT,1,2022,Labasa,411,26,none,29,4,none,7,late submission,sponsored,71,0
P3696,Male,DIT,1,2022,Labasa,411,68,none,88,93,none,81,on time,private,79,1
P3697,Male,DIT,2,2022,Labasa,411,74,none,68,69,none,74,on time,sponsored,96,1
P3698,Female,DIT,1,2022,Labasa,411,67,none,64,61,none,90,on time,private,72,1
P3699,Female,DIT,1,2022,Labasa,411,90,none,67,76,none,62,on time,sponsored,71,1
P3700,Male,DIT,2,2022,Labasa,411,67,none,73,72,none,71,on time,sponsored,94,1
P3701,Female,DIT,1,2022,Labasa,411,82,none,82,70,none,92,on time,private,97,1
P3702,Male,DIT,1,2022,Labasa,411,93,none,73,72,none,78,on time,sponsored,88,1
P3703,Male,DIT,1,2022,Labasa,411,32,none,54,45,none,30,late submission,sponsored,12,0
P3704,Female,DIT,1,2022,Labasa,411,71,none,82,84,none,87,on time,sponsored,100,1
P3705,Male,DIT,1,2022,Labasa,411,67,none,89,67,none,93,on time,private,94,1
P3706,Male,DIT,2,2022,Labasa,411,5,none,20,31,none,7,late submission,sponsored,36,0
P3707,Female,DIT,2,2022,Labasa,411,88,none,74,95,none,86,on time,private,93,1
P3708,Female,DIT,2,2022,Labasa,411,83,none,71,60,none,91,on time,private,72,1
P3709,Male,DIT,2,2022,Labasa,411,67,none,69,85,none,85,on time,sponsored,91,1
P3710,Male,DIT,1,2022,Labasa,411,72,none,85,67,none,74,on time,private,76,1
P3711,Female,DIT,2,2022,Labasa,411,85,none,82,90,none,85,on time,private,92,1
P3712,Female,DIT,2,2022,Labasa,411,67,none,76,91,none,91,on time,sponsored,84,1
P3713,Male,DIT,1,2022,Labasa,411,64,none,91,61,none,71,on time,sponsored,93,1
P3714,Female,DIT,2,2022,Labasa,411,64,none,93,91,none,89,on time,sponsored,89,1
P3715,Male,DIT,2,2022,Labasa,411,94,none,81,94,none,94,on time,private,85,1
P3716,Male,DIT,1,2022,Labasa,411,28,none,20,54,none,24,late submission,private,15,0
P3717,Female,DIT,2,2022,Labasa,411,70,none,91,87,none,68,on time,private,75,1
P3718,Female,DIT,2,2022,Labasa,411,95,none,94,90,none,90,on time,private,73,1
P3719,Male,DIT,1,2022,Labasa,411,82,none,78,80,none,63,on time,private,85,1
P3720,Male,DIT,1,2022,Labasa,411,61,none,81,84,none,66,on time,private,81,1
P3721,Female,DIT,2,2022,Labasa,413,3,42,15,15,none,none,late submission,private,52,0
P3722,Male,DIT,2,2022,Labasa,413,79,67,81,70,none,none,on time,sponsored,99,1
P3723,Male,DIT,2,2022,Labasa,413,92,86,77,61,none,none,on time,private,91,1
P3724,Female,DIT,1,2022,Labasa,413,20,36,6,51,none,none,late submission,private,48,0
P3725,Female,DIT,1,2022,Labasa,413,91,92,81,70,none,none,on time,private,76,1
P3726,Female,DIT,2,2022,Labasa,413,40,54,50,4,none,none,late submission,private,25,0
P3727,Male,DIT,2,2022,Labasa,413,74,65,66,81,none,none,on time,private,79,1
P3728,Female,DIT,1,2022,Labasa,413,87,73,82,64,none,none,on time,private,86,1
P3729,Female,DIT,2,2022,Labasa,413,72,86,85,76,none,none,on time,private,87,1
P3730,Female,DIT,1,2022,Labasa,413,36,31,13,42,none,none,late submission,sponsored,66,0
P3731,Female,DIT,2,2022,Labasa,413,36,46,40,3,none,none,late submission,private,68,0
P3732,Male,DIT,2,2022,Labasa,413,79,87,86,80,none,none,on time,sponsored,77,1
P3733,Male,DIT,1,2022,Labasa,413,41,10,16,43,none,none,late submission,private,34,0
P3734,Male,DIT,2,2022,Labasa,413,61,75,79,89,none,none,on time,sponsored,74,1
P3735,Female,DIT,2,2022,Labasa,413,72,70,77,68,none,none,on time,sponsored,98,1
P3736,Male,DIT,2,2022,Labasa,413,41,54,2,46,none,none,late submission,sponsored,35,0
P3737,Female,DIT,1,2022,Labasa,413,80,79,64,86,none,none,on time,sponsored,98,1
P3738,Female,DIT,1,2022,Labasa,413,75,67,92,67,none,none,on time,sponsored,96,1
P3739,Female,DIT,2,2022,Labasa,413,49,51,20,21,none,none,late submission,sponsored,30,0
P3740,Female,DIT,1,2022,Labasa,413,6,11,13,17,none,none,late submission,sponsored,27,0
P3741,Female,DIT,2,2022,Labasa,413,91,94,83,67,none,none,on time,sponsored,88,1
P3742,Female,DIT,2,2022,Labasa,413,69,83,90,83,none,none,on time,private,77,1
P3743,Female,DIT,1,2022,Labasa,413,63,75,76,95,none,none,on time,sponsored,98,1
P3744,Female,DIT,2,2022,Labasa,413,67,94,75,88,none,none,on time,private,92,1
P3745,Female,DIT,1,2022,Labasa,413,19,5,52,48,none,none,late submission,private,50,0
P3746,Male,DIT,2,2022,Labasa,413,88,80,86,62,none,none,on time,sponsored,98,1
P3747,Female,DIT,1,2022,Labasa,413,47,26,53,21,none,none,late submission,private,62,0
P3748,Female,DIT,1,2022,Labasa,413,22,26,38,46,none,none,late submission,sponsored,33,0
P3749,Female,DIT,2,2022,Labasa,413,71,88,68,60,none,none,on time,sponsored,94,1
P3750,Female,DIT,1,2022,Labasa,413,67,70,75,93,none,none,on time,sponsored,80,1
P3751,Male,DIT,2,2022,Labasa,413,30,55,47,8,none,none,late submission,private,40,0
P3752,Female,DIT,1,2022,Labasa,413,78,72,65,86,none,none,on time,private,96,1
P3753,Female,DIT,1,2022,Labasa,413,61,61,95,74,none,none,on time,sponsored,82,1
